property_id,address,city,state,zip_code,property_type,price,bedrooms,bathrooms,square_feet,year_built,listing_date,Parking spots,agent_name,agent_email
914,332 Vahlen Court,Elmira,New York,14905,Independent Floor,296874,2,3,4100,2012,6/15/2021,2,Felipe Shand,fshandpd@ed.gov
915,3 Vermont Court,Long Beach,California,90847,Independent Floor,640456,2,3,2677,1905,4/1/2021,3,Falito Tamlett,ftamlettpe@wp.com
916,7431 Redwing Alley,El Paso,Texas,79905,Apartment,536700,1,4,1278,1981,9/5/2022,4,Warde Inchcomb,winchcombpf@123-reg.co.uk
917,106 Crownhardt Circle,Mesa,Arizona,85205,Independent Floor,100533,2,1,2762,1969,5/16/2023,4,Daffi Thraves,dthravespg@acquirethisname.com
918,5 Meadow Valley Point,Lexington,Kentucky,40586,Villa,285966,5,3,2165,1968,11/21/2022,1,Jerrie Reichert,jreichertph@pen.io
919,86952 Lunder Parkway,Memphis,Tennessee,38143,Condo,672462,3,3,4539,1955,12/6/2022,1,Aridatha O' Lone,aopi@cocolog-nifty.com
920,6180 Artisan Alley,Rochester,New York,14646,Villa,566028,3,4,4554,1974,8/9/2023,1,Dari Losel,dloselpj@businessweek.com
921,05 Muir Avenue,Sacramento,California,94250,Independent Floor,654419,1,2,1312,1991,7/29/2023,3,Zacherie Ollie,zolliepk@blogtalkradio.com
922,6 Schiller Alley,New York City,New York,10175,Condo,906383,3,3,4090,1983,8/28/2022,4,Annice Bawles,abawlespl@japanpost.jp
923,7 Burning Wood Hill,Richmond,Virginia,23293,Independent Floor,918230,3,4,2075,2020,8/26/2022,2,Dennison Ortega,dortegapm@china.com.cn
924,52762 Kennedy Hill,San Jose,California,95108,Independent Floor,481538,2,1,3873,1972,6/2/2023,4,Verney Logie,vlogiepn@bbb.org
925,08 Monterey Center,Atlanta,Georgia,30358,Condo,690527,4,2,4101,2007,2/28/2023,3,Aurie Woolfoot,awoolfootpo@shinystat.com
926,5183 Farwell Crossing,Milwaukee,Wisconsin,53220,Villa,118174,2,4,1075,1970,5/22/2022,2,Dick Roffe,droffepp@hao123.com
927,67 Kedzie Street,Buffalo,New York,14225,Villa,119488,4,4,1075,2015,1/13/2022,4,Darbie Davidou,ddavidoupq@liveinternet.ru
928,64906 Grover Drive,Los Angeles,California,90015,Independent Floor,107431,2,2,1009,1984,1/21/2023,3,Henriette Collimore,hcollimorepr@rakuten.co.jp
929,3286 Golf Course Lane,San Antonio,Texas,78215,Condo,150633,5,4,4769,2014,3/25/2022,1,Rochell Klimentov,rklimentovps@wsj.com
930,89540 Redwing Plaza,Austin,Texas,78726,Condo,183673,4,1,1647,1957,3/27/2021,4,Chariot Hrishchenko,chrishchenkopt@macromedia.com
931,10062 Ludington Drive,Albuquerque,New Mexico,87115,Villa,344720,3,4,2338,1966,7/6/2023,1,Letta Howcroft,lhowcroftpu@abc.net.au
932,638 Ridgeway Lane,Akron,Ohio,44310,Villa,861932,4,1,3464,2016,7/6/2022,1,Steven Peachey,speacheypv@booking.com
933,062 Hooker Park,Sunnyvale,California,94089,Independent Floor,362467,5,1,4167,1940,5/8/2021,4,Brena Tumbelty,btumbeltypw@123-reg.co.uk
934,36664 Sutherland Court,Fort Wayne,Indiana,46825,Villa,494271,3,4,4879,2016,8/31/2022,4,Shirley McKevany,smckevanypx@ihg.com
935,068 Stephen Lane,Fort Myers,Florida,33994,Independent Floor,770081,3,1,4963,1946,12/21/2021,4,Jacinthe Zimmermeister,jzimmermeisterpy@topsy.com
936,0 Spaight Way,San Bernardino,California,92405,Independent Floor,872339,3,4,2984,1981,10/26/2021,2,Stephine Pedro,spedropz@surveymonkey.com
937,8 Packers Plaza,Denver,Colorado,80235,Villa,313914,5,4,2267,2019,11/28/2021,3,Dean Burgne,dburgneq0@bravesites.com
938,87 Sherman Junction,Milwaukee,Wisconsin,53234,Condo,949945,2,2,1618,1977,5/23/2022,3,Emelyne Peto,epetoq1@timesonline.co.uk
939,748 Bashford Street,Minneapolis,Minnesota,55407,Independent Floor,530099,4,2,1664,2000,2/26/2023,4,Vance Stoll,vstollq2@tinyurl.com
940,66 Southridge Court,Bowie,Maryland,20719,Independent Floor,248094,1,1,2379,2021,2/24/2023,2,Sonni Dinning,sdinningq3@opensource.org
941,888 Dorton Hill,Anaheim,California,92825,Apartment,221125,4,4,4358,1964,2/9/2022,2,Hardy Crowter,hcrowterq4@meetup.com
942,45860 Ridgeway Lane,Fort Lauderdale,Florida,33330,Independent Floor,655267,3,2,3969,1924,10/7/2021,3,Alfy Georgescu,ageorgescuq5@wordpress.org
943,46 Farwell Place,Hamilton,Ohio,45020,Apartment,104365,5,1,1639,1998,7/26/2021,4,Tawnya Wabe,twabeq6@liveinternet.ru
944,6 Rutledge Center,El Paso,Texas,79984,Condo,408734,2,4,1406,2015,1/8/2023,4,Obidiah Bloore,oblooreq7@ucoz.com
945,9527 Warner Court,Irvine,California,92612,Villa,861291,2,4,2035,1917,5/13/2021,3,Elinor Warman,ewarmanq8@salon.com
946,89 Montana Crossing,Saginaw,Michigan,48604,Villa,164108,1,4,3396,2012,1/21/2021,3,Diandra Rusbridge,drusbridgeq9@dropbox.com
947,96 Loeprich Point,Cambridge,Massachusetts,2142,Apartment,315307,4,3,4891,2015,4/22/2021,2,Ulric Kerton,ukertonqa@surveymonkey.com
948,5619 Oakridge Center,Whittier,California,90605,Apartment,339342,1,2,1985,1958,6/24/2023,3,Tamra Danovich,tdanovichqb@merriam-webster.com
949,8 Messerschmidt Junction,Plano,Texas,75074,Condo,911790,2,3,2235,1951,11/13/2021,1,Reinwald Stoll,rstollqc@cpanel.net
950,9265 Warner Plaza,Richmond,Virginia,23203,Condo,893998,1,4,2313,1939,6/28/2023,3,Courtnay McArley,cmcarleyqd@theglobeandmail.com
951,7 Forest Alley,Mobile,Alabama,36616,Condo,632842,2,4,4373,1956,10/1/2022,2,Barnabas Maitland,bmaitlandqe@noaa.gov
952,94484 Melody Alley,Portland,Oregon,97216,Condo,539416,2,4,2094,1976,7/19/2023,3,Judi Ellis,jellisqf@cbsnews.com
953,486 Vidon Lane,Tulsa,Oklahoma,74156,Independent Floor,477783,2,1,2078,1933,6/23/2023,3,Rochester Axelbee,raxelbeeqg@blog.com
954,600 Judy Trail,Fresno,California,93778,Independent Floor,508862,4,3,2801,1936,1/8/2022,1,Les Cano,lcanoqh@de.vu
955,32218 Meadow Valley Lane,Jackson,Mississippi,39204,Condo,113370,2,2,4963,1942,4/10/2021,2,Graeme Swainson,gswainsonqi@netscape.com
956,1 Rowland Street,Philadelphia,Pennsylvania,19115,Villa,995557,5,1,3662,1962,7/3/2022,3,Derk Hubbucks,dhubbucksqj@illinois.edu
957,30464 Texas Alley,Bronx,New York,10474,Condo,897400,2,3,2665,2010,4/14/2021,2,Korney Brennans,kbrennansqk@omniture.com
958,4 Butternut Lane,Midland,Texas,79705,Apartment,684652,2,4,2851,1935,8/31/2022,1,Rudd Sachno,rsachnoql@sphinn.com
959,168 Esch Road,Beaumont,Texas,77713,Condo,462472,4,1,2133,1985,3/19/2021,2,Lyndel Scogings,lscogingsqm@people.com.cn
960,845 4th Trail,Hialeah,Florida,33013,Villa,508637,1,4,2049,1917,11/22/2021,4,Marinna Gorham,mgorhamqn@wisc.edu
961,4 Saint Paul Court,Jackson,Mississippi,39296,Villa,906422,3,3,949,1951,6/10/2021,3,Iago Dederick,idederickqo@nbcnews.com
962,76453 Upham Lane,Jackson,Mississippi,39236,Villa,128789,2,4,3617,1917,6/29/2022,3,Harriett Klimontovich,hklimontovichqp@mit.edu
963,7 Sunnyside Center,Cincinnati,Ohio,45271,Independent Floor,160418,5,1,4587,2020,3/3/2022,2,Farris Sykora,fsykoraqq@stanford.edu
964,5 Grim Circle,Fresno,California,93704,Independent Floor,393333,5,1,733,1915,2/1/2023,2,Roosevelt Hullins,rhullinsqr@marketwatch.com
965,2284 Daystar Trail,Midland,Texas,79705,Villa,717923,4,3,2918,1983,11/28/2021,4,Kizzie Paish,kpaishqs@msu.edu
966,641 Mosinee Pass,Palmdale,California,93591,Condo,754853,5,1,3750,1950,1/31/2023,1,Gertrude Scini,gsciniqt@bloglovin.com
967,92213 Alpine Alley,San Antonio,Texas,78285,Condo,813811,5,1,1874,1954,4/18/2022,2,Rancell Musselwhite,rmusselwhitequ@wiley.com
968,5 Texas Street,Shawnee Mission,Kansas,66276,Villa,148182,2,2,3554,1973,3/19/2022,2,Nathalia O'Hegertie,nohegertieqv@imgur.com
969,83760 Sage Court,New Orleans,Louisiana,70129,Apartment,234671,4,2,794,1982,6/14/2021,3,Wilma Osbourne,wosbourneqw@umn.edu
970,78573 Monterey Terrace,Lexington,Kentucky,40510,Apartment,830487,3,3,2893,1962,8/17/2021,4,Audrey Sibbit,asibbitqx@technorati.com
971,07135 Twin Pines Crossing,Santa Fe,New Mexico,87505,Villa,463035,4,2,1634,1992,8/23/2022,3,Berkeley Bahde,bbahdeqy@nsw.gov.au
972,4199 Cherokee Circle,Sacramento,California,94297,Villa,520498,2,3,1707,1981,3/22/2023,2,Stoddard Deshorts,sdeshortsqz@example.com
973,4244 Barby Place,Pensacola,Florida,32505,Independent Floor,259598,5,2,1925,1936,9/6/2021,4,Julissa Urey,jureyr0@canalblog.com
974,7020 Texas Lane,Columbus,Ohio,43240,Villa,608754,1,4,1308,1956,5/12/2021,1,Tymon Bockin,tbockinr1@weebly.com
975,933 Arkansas Plaza,Norcross,Georgia,30092,Apartment,458247,2,4,3769,1982,12/18/2021,2,Derick Coster,dcosterr2@joomla.org
976,421 Judy Circle,Oklahoma City,Oklahoma,73119,Apartment,636609,4,2,3721,1982,10/18/2022,1,Lynelle Darte,ldarter3@youtu.be
977,67315 Lukken Junction,Evansville,Indiana,47705,Independent Floor,431016,1,2,1399,1960,3/6/2022,3,Valentijn Padell,vpadellr4@salon.com
978,6 Hallows Park,Denver,Colorado,80279,Villa,889712,5,3,2946,1925,1/8/2022,4,Bennett Damrel,bdamrelr5@telegraph.co.uk
979,0194 Grasskamp Alley,Toledo,Ohio,43615,Independent Floor,143870,3,2,4403,1929,12/20/2022,3,Mellicent Marchment,mmarchmentr6@webs.com
980,2563 Macpherson Center,Tyler,Texas,75710,Independent Floor,340847,4,2,4653,1919,10/30/2022,4,Sula Kuhnwald,skuhnwaldr7@sogou.com
981,40701 Bellgrove Hill,Allentown,Pennsylvania,18105,Independent Floor,376724,1,1,3423,1911,7/7/2022,3,Slade Ricketts,srickettsr8@usda.gov
982,269 Riverside Circle,Charlotte,North Carolina,28289,Apartment,286569,3,2,2252,1967,9/14/2022,2,Doralynn Riseam,driseamr9@whitehouse.gov
983,14435 Waxwing Court,New York City,New York,10165,Independent Floor,924358,3,4,653,1969,6/11/2021,1,Yolanthe D'Elia,ydeliara@reddit.com
984,84 Coolidge Park,San Diego,California,92191,Villa,457603,5,3,1398,1957,5/13/2022,3,Codi Garroch,cgarrochrb@dmoz.org
985,2541 Iowa Center,Oakland,California,94611,Villa,820787,4,2,1821,1958,12/5/2022,1,Meggie Poel,mpoelrc@weebly.com
986,3 Birchwood Hill,Buffalo,New York,14233,Independent Floor,857004,2,1,4411,1922,4/19/2021,1,Nikolaos Green,ngreenrd@craigslist.org
987,62 Crowley Lane,Young America,Minnesota,55557,Condo,581863,3,1,2633,1907,1/12/2023,4,Danya Dixcee,ddixceere@oakley.com
988,23 Barnett Alley,Houston,Texas,77218,Apartment,528916,1,4,2981,1915,11/8/2021,3,Rafi Adrien,radrienrf@surveymonkey.com
989,4296 Myrtle Trail,Houston,Texas,77218,Apartment,380678,4,2,1851,1909,6/5/2021,2,Meg Hackforth,mhackforthrg@infoseek.co.jp
990,49679 Swallow Plaza,Las Vegas,Nevada,89145,Villa,264272,2,3,1326,1979,2/7/2022,1,Phillida Taber,ptaberrh@google.es
991,89861 Talmadge Terrace,Bloomington,Indiana,47405,Apartment,292508,5,2,1010,1949,5/10/2022,4,Corri Vickers,cvickersri@mapy.cz
992,5 Blue Bill Park Road,Syracuse,New York,13251,Villa,278925,4,1,2666,1963,7/10/2023,4,Abey Akenhead,aakenheadrj@g.co
993,01817 Meadow Vale Terrace,Tallahassee,Florida,32304,Villa,527220,4,4,1920,1931,4/20/2023,2,Ruby Phillput,rphillputrk@google.es
994,26149 Maple Wood Crossing,Sacramento,California,95852,Villa,604923,5,3,2479,1982,8/6/2021,1,Cyndi Hanigan,chaniganrl@tripod.com
995,515 Blaine Parkway,Hicksville,New York,11854,Apartment,537049,3,3,2773,1997,8/2/2023,4,Anabella Quadling,aquadlingrm@webnode.com
996,038 Sundown Parkway,Arlington,Virginia,22234,Apartment,579970,4,4,4984,1961,5/15/2022,1,Hamish Giovannacc@i,hgiovannaccirn@1und1.de
997,6403 Canary Hill,Long Beach,California,90805,Independent Floor,142428,1,1,3721,1918,9/7/2021,4,Jobey Kitchenside,jkitchensidero@stumbleupon.com
998,57647 Bobwhite Place,Jackson,Mississippi,39216,Apartment,208875,2,1,1812,1989,11/27/2021,2,Tersina Nowland,tnowlandrp@bigcartel.com
999,818 Pearson Trail,Peoria,Illinois,61614,Independent Floor,791407,3,4,2764,2015,2/18/2021,4,Rudyard Schohier,rschohierrq@businessinsider.com
1000,5648 Magdeline Drive,Newark,New Jersey,7195,Apartment,706723,1,1,4902,1979,5/13/2023,1,Cathe Postance,cpostancerr@umich.edu
